train.py:144: YAMLLoadWarning: calling yaml.load() without Loader=... is deprecated, as the default Loader is unsafe. Please read https://msg.pyyaml.org/load for full details.
2021-08-09 06:50:15,512 - INFO -   Num train examples = 143000
2021-08-09 06:50:15,512 - INFO -   Num eval examples = 10000
2021-08-09 06:50:15,512 - INFO -   Num Epochs = 6
2021-08-09 06:50:15,513 - INFO -   Learning rate = 0
2021-08-09 06:50:28,315 - INFO - train epoch 0/6 batch 10/140 loss 0.07670171558856964
2021-08-09 06:50:33,978 - INFO - train epoch 0/6 batch 20/140 loss 0.0422373041510582
2021-08-09 06:50:33,979 - INFO - eval!
2021-08-09 06:50:37,181 - INFO - eval loss: 0.12856773361563684
2021-08-09 06:50:37,181 - INFO - eval accu: 0.9131
2021-08-09 06:50:37,181 - INFO - confuse_matrix:
2021-08-09 06:50:37,181 - INFO - 正样本4175.0 |825.0 |
2021-08-09 06:50:37,181 - INFO - 负样本44.0 |4956.0 |
2021-08-09 06:50:37,181 - INFO - 正样本 精度 0.9895709883858734 召回率 0.835
2021-08-09 06:50:37,181 - INFO - 负样本 精度 0.8572911261027504 召回率 0.9912
2021-08-09 06:50:37,720 - INFO - saved model!
2021-08-09 06:50:43,656 - INFO - train epoch 0/6 batch 30/140 loss 0.01988583616912365
2021-08-09 06:50:49,347 - INFO - train epoch 0/6 batch 40/140 loss 0.014790895394980907
2021-08-09 06:50:49,349 - INFO - eval!
2021-08-09 06:50:52,623 - INFO - eval loss: 0.05136653557419777
2021-08-09 06:50:52,623 - INFO - eval accu: 0.9641
2021-08-09 06:50:52,623 - INFO - confuse_matrix:
2021-08-09 06:50:52,623 - INFO - 正样本4670.0 |330.0 |
2021-08-09 06:50:52,623 - INFO - 负样本29.0 |4971.0 |
2021-08-09 06:50:52,623 - INFO - 正样本 精度 0.9938284741434348 召回率 0.934
2021-08-09 06:50:52,623 - INFO - 负样本 精度 0.9377475947934352 召回率 0.9942
2021-08-09 06:50:53,179 - INFO - saved model!
2021-08-09 06:50:58,895 - INFO - train epoch 0/6 batch 50/140 loss 0.011830408126115799
2021-08-09 06:51:04,950 - INFO - train epoch 0/6 batch 60/140 loss 0.013399120420217514
2021-08-09 06:51:04,951 - INFO - eval!
2021-08-09 06:51:07,989 - INFO - eval loss: 0.049444326758384706
2021-08-09 06:51:07,989 - INFO - eval accu: 0.9705
2021-08-09 06:51:07,989 - INFO - confuse_matrix:
2021-08-09 06:51:07,990 - INFO - 正样本4726.0 |274.0 |
2021-08-09 06:51:07,990 - INFO - 负样本21.0 |4979.0 |
2021-08-09 06:51:07,990 - INFO - 正样本 精度 0.9955761533600168 召回率 0.9452
2021-08-09 06:51:07,990 - INFO - 负样本 精度 0.9478393299067199 召回率 0.9958
2021-08-09 06:51:08,596 - INFO - saved model!
2021-08-09 06:51:14,252 - INFO - train epoch 0/6 batch 70/140 loss 0.017350798472762108
2021-08-09 06:51:20,230 - INFO - train epoch 0/6 batch 80/140 loss 0.010020120069384575
2021-08-09 06:51:20,231 - INFO - eval!
2021-08-09 06:51:23,268 - INFO - eval loss: 0.037373429723083974
2021-08-09 06:51:23,268 - INFO - eval accu: 0.9786
2021-08-09 06:51:23,268 - INFO - confuse_matrix:
2021-08-09 06:51:23,268 - INFO - 正样本4813.0 |187.0 |
2021-08-09 06:51:23,268 - INFO - 负样本27.0 |4973.0 |
2021-08-09 06:51:23,268 - INFO - 正样本 精度 0.9944214876033057 召回率 0.9626
2021-08-09 06:51:23,268 - INFO - 负样本 精度 0.9637596899224806 召回率 0.9946
2021-08-09 06:51:23,829 - INFO - saved model!
2021-08-09 06:51:29,480 - INFO - train epoch 0/6 batch 90/140 loss 0.01026066392660141
2021-08-09 06:51:35,488 - INFO - train epoch 0/6 batch 100/140 loss 0.005520913749933243
2021-08-09 06:51:35,490 - INFO - eval!
2021-08-09 06:51:38,540 - INFO - eval loss: 0.0335447059944272
2021-08-09 06:51:38,540 - INFO - eval accu: 0.9775
2021-08-09 06:51:38,540 - INFO - confuse_matrix:
2021-08-09 06:51:38,540 - INFO - 正样本4800.0 |200.0 |
2021-08-09 06:51:38,540 - INFO - 负样本25.0 |4975.0 |
2021-08-09 06:51:38,540 - INFO - 正样本 精度 0.9948186528497409 召回率 0.96
2021-08-09 06:51:38,540 - INFO - 负样本 精度 0.961352657004831 召回率 0.995
2021-08-09 06:51:39,085 - INFO - saved model!
2021-08-09 06:51:44,772 - INFO - train epoch 0/6 batch 110/140 loss 0.01201611291617155
2021-08-09 06:51:50,741 - INFO - train epoch 0/6 batch 120/140 loss 0.006848507560789585
2021-08-09 06:51:50,742 - INFO - eval!
2021-08-09 06:51:53,779 - INFO - eval loss: 0.028439773060381413
2021-08-09 06:51:53,780 - INFO - eval accu: 0.9828
2021-08-09 06:51:53,780 - INFO - confuse_matrix:
2021-08-09 06:51:53,780 - INFO - 正样本4851.0 |149.0 |
2021-08-09 06:51:53,780 - INFO - 负样本23.0 |4977.0 |
2021-08-09 06:51:53,780 - INFO - 正样本 精度 0.9952810832991383 召回率 0.9702
2021-08-09 06:51:53,780 - INFO - 负样本 精度 0.9709325009754194 召回率 0.9954
2021-08-09 06:51:54,315 - INFO - saved model!
2021-08-09 06:51:59,978 - INFO - train epoch 0/6 batch 130/140 loss 0.011088088154792786
2021-08-09 06:52:11,454 - INFO - train epoch 1/6 batch 10/140 loss 0.006934433244168758
2021-08-09 06:52:17,296 - INFO - train epoch 1/6 batch 20/140 loss 0.014153808355331421
2021-08-09 06:52:17,297 - INFO - eval!
2021-08-09 06:52:20,335 - INFO - eval loss: 0.05402133837342262
2021-08-09 06:52:20,336 - INFO - eval accu: 0.9672
2021-08-09 06:52:20,336 - INFO - confuse_matrix:
2021-08-09 06:52:20,336 - INFO - 正样本4680.0 |320.0 |
2021-08-09 06:52:20,336 - INFO - 负样本8.0 |4992.0 |
2021-08-09 06:52:20,336 - INFO - 正样本 精度 0.9982935153583617 召回率 0.936
2021-08-09 06:52:20,336 - INFO - 负样本 精度 0.9397590361445783 召回率 0.9984
2021-08-09 06:52:20,879 - INFO - saved model!
2021-08-09 06:52:26,533 - INFO - train epoch 1/6 batch 30/140 loss 0.013678059913218021
2021-08-09 06:52:32,388 - INFO - train epoch 1/6 batch 40/140 loss 0.005410161335021257
2021-08-09 06:52:32,389 - INFO - eval!
2021-08-09 06:52:35,432 - INFO - eval loss: 0.03572528287768364
2021-08-09 06:52:35,432 - INFO - eval accu: 0.9777
2021-08-09 06:52:35,432 - INFO - confuse_matrix:
2021-08-09 06:52:35,432 - INFO - 正样本4793.0 |207.0 |
2021-08-09 06:52:35,433 - INFO - 负样本16.0 |4984.0 |
2021-08-09 06:52:35,433 - INFO - 正样本 精度 0.9966729049698482 召回率 0.9586
2021-08-09 06:52:35,433 - INFO - 负样本 精度 0.9601232903101522 召回率 0.9968
2021-08-09 06:52:35,962 - INFO - saved model!
2021-08-09 06:52:41,928 - INFO - train epoch 1/6 batch 50/140 loss 0.010458963923156261
2021-08-09 06:52:47,584 - INFO - train epoch 1/6 batch 60/140 loss 0.008424642495810986
2021-08-09 06:52:47,585 - INFO - eval!
2021-08-09 06:52:50,651 - INFO - eval loss: 0.022509406786412
2021-08-09 06:52:50,651 - INFO - eval accu: 0.9873
2021-08-09 06:52:50,651 - INFO - confuse_matrix:
2021-08-09 06:52:50,651 - INFO - 正样本4899.0 |101.0 |
2021-08-09 06:52:50,651 - INFO - 负样本26.0 |4974.0 |
2021-08-09 06:52:50,651 - INFO - 正样本 精度 0.9947208121827411 召回率 0.9798
